,date_valid,alpine_status,alpine_status_code,treeline_status,treeline_status_code,belowtree_status,belowtree_status_code,problems
933,2016-12-28,Considerable,3.0,Moderate,2.0,Moderate,2.0,Watch for signs of recent wind loading in exposed terrain. Wind slabs are expected to be reactive to human triggering on Wednesday.
934,2016-12-29,Considerable,3.0,Considerable,3.0,Moderate,2.0,"Wind slabs are expected to be the main concern for most of the region on Thursday. However, in the deeper snowfall areas of the region, a more widespread storm slab could develop and the local danger could reach HIGH during the peak of the storm."
935,2016-12-30,Considerable,3.0,Considerable,3.0,Moderate,2.0,Conservative terrain selection is recommended on Friday. Give the recent storm snow a couple days to settle and stabilize before pushing into big terrain features. Use extra caution on steep sun exposed slopes on Friday afternoon.
936,2016-12-31,Considerable,3.0,Moderate,2.0,Low,1.0,Watch for signs that the recent storm snow is still reactive to triggering.  Slabs will be most reactive in wind loaded terrain features.
937,2017-01-01,Moderate,2.0,Moderate,2.0,Low,1.0,Relatively light amounts of new snow may form wind slabs behind exposed features. These could become touchy if they are kissed by the sun on south aspect slopes.
938,2017-01-02,Moderate,2.0,Moderate,2.0,Low,1.0,"Cold north winds have been blowing. Watch for fresh wind slabs, particularly on southerly aspects."
939,2017-01-03,Moderate,2.0,Moderate,2.0,Low,1.0,"Cold north winds have been blowing. Watch for fresh wind slabs, particularly on southerly aspects"
940,2017-01-04,Moderate,2.0,Moderate,2.0,Low,1.0,Recently formed wind slabs may become reactive with solar radiation on Wednesday. Keep an eye on the sun and analyze each slope for patterns of wind effect before choosing your line.
941,2017-01-05,Moderate,2.0,Moderate,2.0,Low,1.0,Keep the current wind slab problem at the top of your mind while you're out hunting for sheltered snow.
942,2017-01-06,Moderate,2.0,Moderate,2.0,Low,1.0,"The wind slab problem hasn't disappeared, but you may have trouble seeing it under the skiff of new snow."
943,2017-01-07,Moderate,2.0,Low,1.0,Low,1.0,Old wind slabs are lingering at upper elevations. Analyze each slope for signs of wind loading and likely trigger points as you travel.
944,2017-01-08,Moderate,2.0,Low,1.0,Low,1.0,The incoming storm will form new wind slabs and increase the avalanche danger at higher elevations.
945,2017-01-09,Moderate,2.0,Moderate,2.0,Low,1.0,The incoming storm will form new wind slabs and increase the avalanche danger at higher elevations.
946,2017-01-10,Moderate,2.0,Moderate,2.0,Low,1.0,Watch out for new wind slabs and soft slabs at higher elevations.
947,2017-01-11,Moderate,2.0,Moderate,2.0,Low,1.0,Watch out for new wind slabs and soft slabs at higher elevations. The snowpack will be slower than usual to heal due to cold temperatures - give it some time to settle before considering bigger lines.
948,2017-01-12,Moderate,2.0,Moderate,2.0,Low,1.0,Wind slabs can currently be found on almost any aspect. Expect those on steep southerly slopes to be especially touchy.
949,2017-01-13,Moderate,2.0,Moderate,2.0,Low,1.0,Wind slabs can currently be found on almost any aspect. Expect those on steep southerly slopes to be especially touchy.
950,2017-01-14,Moderate,2.0,Moderate,2.0,Low,1.0,Wind slabs can currently be found on almost any aspect. Expect those on steep southerly slopes to be especially touchy.
951,2017-01-15,Moderate,2.0,Moderate,2.0,Low,1.0,Wind slabs can currently be found on almost any aspect. Expect those on steep southerly slopes to be especially touchy.
952,2017-01-16,Moderate,2.0,Moderate,2.0,Low,1.0,Wind slabs can currently be found on almost any aspect. Expect those on steep southerly slopes to be especially touchy.
953,2017-01-17,High,4.0,High,4.0,Considerable,3.0,Big changes are hard on the snowpack and can give surprising results. Rein in your terrain use and stick to simple terrain with no consequence.
954,2017-01-18,High,4.0,High,4.0,Considerable,3.0,Big changes are hard on the snowpack and can give surprising results. Rein in your terrain use and stick to simple terrain with no consequence.
955,2017-01-19,High,4.0,High,4.0,Considerable,3.0,Heavy loading from snow and wind is driving avalanche danger up.
956,2017-01-20,Considerable,3.0,Considerable,3.0,Moderate,2.0,Conditions are primed for people triggering avalanches. Don't let the lure of deep powder draw you into terrain that's inappropriate for the conditions.
957,2017-01-21,Considerable,3.0,Considerable,3.0,Moderate,2.0,Conditions are primed for people triggering avalanches. Don't let the lure of deep powder draw you into terrain that's inappropriate for the conditions.
958,2017-01-22,Considerable,3.0,Considerable,3.0,Moderate,2.0,Conditions are primed for people triggering avalanches. Don't let the lure of deep powder draw you into terrain that's inappropriate for the conditions.
959,2017-01-23,Considerable,3.0,Moderate,2.0,Low,1.0,Don't let the lure of deep powder in the alpine zone draw you into terrain that's inappropriate for the conditions.
960,2017-01-24,Moderate,2.0,Moderate,2.0,Low,1.0,Keep your objectives in check as stability improves and avoid stepping into bigger terrain ahead of the conditions.
961,2017-01-25,Moderate,2.0,Moderate,2.0,Low,1.0,Keep your objectives in check as stability improves. Choose conservative lines if you're planning to step into bigger terrain.
962,2017-01-26,Moderate,2.0,Low,1.0,Low,1.0,Maintain a cautious approach as improving stability frees up your terrain options. Choose well supported lines with even snow distribution.
963,2017-01-27,Moderate,2.0,Low,1.0,Low,1.0,Maintain a cautious approach as the improved stability frees up your terrain options. Choose well supported lines with even snow distribution.
964,2017-01-28,Moderate,2.0,Moderate,2.0,Low,1.0,Watch for wind loaded terrain features on Sunday as we expect moderate amounts of new snow with strong southwest winds.
965,2017-01-29,Moderate,2.0,Moderate,2.0,Low,1.0,Fresh wind slabs have formed and will be reactive to human triggers at higher elevations.
966,2017-01-30,Moderate,2.0,Moderate,2.0,Low,1.0,Fresh wind slabs have formed and will be reactive to human triggers at higher elevations.
967,2017-01-31,Moderate,2.0,Low,1.0,Low,1.0,A week of cold clear weather. Watch for wind slabs lingering at higher elevations.
968,2017-02-01,Moderate,2.0,Low,1.0,Low,1.0,Watch for lingering wind slabs that may be reactive to rider triggers.
969,2017-02-02,Moderate,2.0,Low,1.0,Low,1.0,Lingering wind slabs continue to be reactive to rider triggers.
970,2017-02-03,Moderate,2.0,Moderate,2.0,Low,1.0,Reactive wind slabs may be found on all aspects due to recent switching winds.
971,2017-02-04,Considerable,3.0,Considerable,3.0,Considerable,3.0,New snow and wind will build touchy and reactive storm slabs through the weekend. Conservative terrain choices are crucial.
972,2017-02-05,High,4.0,Considerable,3.0,Considerable,3.0,Touchy storm slabs reactive to human triggers. Conservative decision making will be CRITICAL to playing safe in the mountains this weekend.
973,2017-02-06,Considerable,3.0,Considerable,3.0,Moderate,2.0,Touchy storm slabs reactive to human triggers. Use small slopes with low consequence to test the bond of the storm snow.
974,2017-02-07,Moderate,2.0,Moderate,2.0,Moderate,2.0,Storm slabs may remain reactive to human triggers in areas where sun or wind has created a cohesive slab. Avoid slopes where the snow feels stiff or slabby.
975,2017-02-08,Moderate,2.0,Moderate,2.0,Moderate,2.0,Storm slabs may remain reactive to human triggers in areas where sun or wind has created a cohesive slab. Avoid slopes where the snow feels stiff or slabby.
976,2017-02-09,High,4.0,High,4.0,High,4.0,Natural and human triggered avalanches are very likely on Thursday. Travel in avalanche terrain is not recommended.
977,2017-02-10,High,4.0,High,4.0,High,4.0,Natural and human triggered avalanches remain very likely on Friday. Travel in avalanche terrain is not recommended.
978,2017-02-11,Considerable,3.0,Moderate,2.0,Moderate,2.0,Human triggered avalanches remain likely on Sunday in wind-loaded (northerly) features in the alpine. Avoid stiff wind slab areas or wind loaded pockets.
979,2017-02-12,Considerable,3.0,Moderate,2.0,Moderate,2.0,Human triggered avalanches remain likely on Sunday in wind-loaded (northerly) features in the alpine. Avoid stiff wind slab areas or wind loaded pockets.
980,2017-02-13,Moderate,2.0,Moderate,2.0,Low,1.0,Avoid steep sun-exposed slopes during the heat of the day. Don't let your guard down with warm temperatures and sunny skies.
981,2017-02-14,High,4.0,High,4.0,Considerable,3.0,We're moving into a period of HIGH danger with rapid loading of the snowpack on Wednesday and Thursday: rain to treeline and heavy snow in the alpine.
982,2017-02-15,High,4.0,High,4.0,Considerable,3.0,We're moving into a period of HIGH danger with rapid loading of the snowpack on Wednesday and Thursday: rain to treeline and heavy snow in the alpine.
983,2017-02-16,High,4.0,High,4.0,Considerable,3.0,We're into a period of HIGH danger with ongoing loading of the snowpack on Wednesday into Thursday: rain to treeline and heavy snow in the alpine.
984,2017-02-17,Considerable,3.0,Moderate,2.0,Low,1.0,The recent storm delivered a substantial storm slab problem to the alpine while soaking lower elevation terrain. Be aware of increasing hazard as you transition to higher elevations.
985,2017-02-18,Considerable,3.0,Moderate,2.0,Low,1.0,Strong winds have contributed to a touchy storm slab problem at alpine elevations. Be sure to shift to a more conservative mindset as you transition to alpine terrain.
986,2017-02-19,Considerable,3.0,Moderate,2.0,Low,1.0,Moderate winds and new snow are expected to form new wind slabs on Monday.  Use extra caution as you transition into wind affected terrain.
987,2017-02-20,Moderate,2.0,Moderate,2.0,Low,1.0,Watch for lingering wind slabs in high north facing terrain and wet sluffing on steep sun exposed slopes.
988,2017-02-21,Moderate,2.0,Moderate,2.0,Low,1.0,Watch for lingering wind slabs in high north facing terrain and loose sluffing on steep sun exposed slopes.
989,2017-02-22,Moderate,2.0,Moderate,2.0,Low,1.0,Watch for lingering wind slabs in high north facing terrain and loose sluffing on steep sun exposed slopes.
990,2017-02-23,Moderate,2.0,Low,1.0,Low,1.0,Wind slabs at upper elevations remain a concern. Don't let improving conditions tempt you into unsupported terrain.
991,2017-02-24,Moderate,2.0,Low,1.0,Low,1.0,Wind slabs are still lingering on north aspects in the alpine - the same terrain where the best skiing is likely to be found.
992,2017-02-25,Moderate,2.0,Low,1.0,Low,1.0,Wind slabs are still lingering on north aspects in the alpine - the same terrain where the best skiing is likely to be found.
993,2017-02-26,Low,1.0,Low,1.0,Low,1.0,"LOW danger isn't NO danger. Continued, normal caution is required, with unstable snow likely to persist on isolated and unsupported terrain features."
994,2017-02-27,Low,1.0,Low,1.0,Low,1.0,"LOW danger isn't NO danger. Continued, normal caution is required, with unstable snow likely to persist on isolated and unsupported terrain features."
995,2017-02-28,Moderate,2.0,Low,1.0,Low,1.0,"Watch for isolated wind slabs in unusual places, as northerly winds have reverse-loaded southerly aspects and undermined cornices."
996,2017-03-01,Moderate,2.0,Moderate,2.0,Low,1.0,Touchy wind slabs will develop with forecast strong winds and snow. Watch for wind slabs Wednesday and more widespread storm slabs on Thursday.
997,2017-03-02,Considerable,3.0,Considerable,3.0,Low,1.0,Touchy storm slabs will develop with forecast strong winds and snow.
998,2017-03-03,Considerable,3.0,Considerable,3.0,Moderate,2.0,"Storm and wind slab avalanches will become more likely and larger with continued strong winds, snow and warming temperatures."
999,2017-03-04,Considerable,3.0,Considerable,3.0,Moderate,2.0,"Strong SW wind and fresh snow Friday night may fuel another round of natural avalanches while most of us sleep. Light wind and lack of snowfall on Saturday may appear benign, but the mountains are currently primed for human triggered avalanches."
1000,2017-03-05,Considerable,3.0,Considerable,3.0,Moderate,2.0,Two incidents Saturday remind us that a potentially dangerous storm/wind slab remains sensitive to human triggering. Caution and restraint is urged at this time. Take a conservative approach as you travel in the mountains Sunday.
1001,2017-03-06,Considerable,3.0,Considerable,3.0,Moderate,2.0,Tricky conditions are expected to persist for the next few days with touchy new wind slabs expected to develop and a buried weak layer creating the potential for isolated very large avalanches. Conservative terrain selection remains critical.
1002,2017-03-07,Considerable,3.0,Considerable,3.0,Moderate,2.0,Ongoing storm loading and a buried weak layer are creating tricky conditions.  Watch for fresh wind slabs on Wednesday and use extra caution on south facing slopes when the sun is out.  Conservative terrain selection remains critical.
1003,2017-03-08,Considerable,3.0,Considerable,3.0,Moderate,2.0,Ongoing storm loading and a buried weak layer are creating tricky conditions.  Watch for fresh wind slabs on Wednesday and use extra caution on south facing slopes when the sun is out.  Conservative terrain selection remains critical.
1004,2017-03-09,Considerable,3.0,Considerable,3.0,Moderate,2.0,Progressive storm loading and a buried weak layer have created tricky conditions. Watch for fresh wind slabs on Thursday and use extra caution on south facing slopes when the sun is out. Conservative terrain selection remains critical.
1005,2017-03-10,High,4.0,High,4.0,Considerable,3.0,Fresh storm slabs are only half of the picture on Friday. Recent wind slabs and persistent weaknesses deeper in the snowpack still can't be trusted - especially with increasing load stacking up above.
1006,2017-03-11,High,4.0,High,4.0,Considerable,3.0,"Fresh storm slabs will continue to build on Saturday, but they are only half of the picture. Persistent weaknesses deeper in the snowpack still can't be trusted - especially with increasing load stacking up above."
1007,2017-03-12,High,4.0,Considerable,3.0,Moderate,2.0,Ongoing snowfall and wind inputs are sustaining elevated danger in the region. Persistent weaknesses deeper in the snowpack continue to be tested.
1008,2017-03-13,High,4.0,Considerable,3.0,Considerable,3.0,Another round of snow and wind will contribute to our storm slab problem on Tuesday. Persistent weaknesses deeper in the snowpack continue to be tested by increasing load and warmth.
1009,2017-03-14,Considerable,3.0,Moderate,2.0,Moderate,2.0,"On Wednesday, touchy storm slabs are expected in the high alpine. Extra caution is also required on all sun exposed slopes if the sun comes out in full force."
1010,2017-03-15,Considerable,3.0,Considerable,3.0,Moderate,2.0,"The new snow and strong wind is expected to form new wind slabs that will bury the rain crust. If more than around 30 cm of snow accumulates in your riding area, a more widespread storm slab problem may develop and local hazard could be High."
1011,2017-03-16,Considerable,3.0,Considerable,3.0,Moderate,2.0,"Fresh storm snow will be touchy in wind affected terrain on Friday, while another wet storm is lined up to increase the danger this weekend."
1012,2017-03-17,Considerable,3.0,Considerable,3.0,Moderate,2.0,"Fresh storm snow will be touchy in wind affected terrain on Friday, while another wet storm is lined up to increase the danger this weekend."
1013,2017-03-18,Considerable,3.0,Moderate,2.0,Moderate,2.0,A cooling trend will eventually help stabilize the snowpack. Continually reassess conditions as you travel into avalanche terrain and be aware of the potential for deeper weaknesses in the snowpack.
1014,2017-03-19,Considerable,3.0,Moderate,2.0,Low,1.0,Continually reassess conditions as you travel into avalanche terrain and be aware of the potential for deeper weaknesses in the snowpack.
1015,2017-03-20,Considerable,3.0,Moderate,2.0,Low,1.0,The freezing level is forecast to rise in conjunction with snow and/or rain. This could be enough make any of the deeper buried weak layers reactive again in the coming days.
1016,2017-03-21,Considerable,3.0,Moderate,2.0,Low,1.0,Forecast snow through the day combined with moderate to strong wind will gradually raise the avalanche danger to considerable in the alpine on Wednesday
1017,2017-03-22,Considerable,3.0,Moderate,2.0,Low,1.0,Light to moderate amounts of snow accompanied by wind over the next few days will gradually raise danger ratings into the weekend.
1018,2017-03-23,Considerable,3.0,Moderate,2.0,Low,1.0,Light to moderate amounts of snow accompanied by wind over the next few days will gradually raise danger ratings into the weekend.
1019,2017-03-24,High,4.0,High,4.0,Considerable,3.0,"A warm, wet and windy storm is ramping up avalanche danger throughout the region. Expect avalanche problems to be increasing over the course of the day on Friday."
1020,2017-03-25,Considerable,3.0,Moderate,2.0,Low,1.0,"Give storm slabs a chance to heal to the surface before stepping into bigger terrain. Steep, unsupported, and/or convex features will harbour instability for the longest."
1021,2017-03-26,Considerable,3.0,Moderate,2.0,Low,1.0,The weather has been active and storm slabs have been reactive. Maintain a cautious approach while the storm snow stabilizes.
1022,2017-03-27,Considerable,3.0,Moderate,2.0,Moderate,2.0,Forecast new snow and wind will increase the avalanche danger. Snow fall amounts are uncertain on Tuesday
1023,2017-03-28,Considerable,3.0,Considerable,3.0,Moderate,2.0,Snow fall amounts are uncertain on Wednesday
1024,2017-03-29,Considerable,3.0,Considerable,3.0,Moderate,2.0,Forecast warm temperatures and potential extended sunny periods on Thursday and Friday will keep the avalanche danger elevated
1025,2017-03-30,Moderate,2.0,Moderate,2.0,Low,1.0,The weather forecast calls for a short period of more settled weather
1026,2017-03-31,Moderate,2.0,Moderate,2.0,Low,1.0,"The forecast calls for snow Friday night into Saturday, but not enough to shift avalanche danger dramatically"
1027,2017-04-01,Considerable,3.0,Moderate,2.0,Low,1.0,"The recent storm snow is expected to be reactive at higher elevations, especially in wind loaded terrain.  Extra caution is needed around steep sun exposed slopes when the sun is out."
1028,2017-04-02,Considerable,3.0,Moderate,2.0,Low,1.0,Watch for lingering wind slabs in high north facing terrain.  Extra caution is needed around all steep sun exposed slopes as well any slopes exposed to large cornices. 
1029,2017-04-03,Moderate,2.0,Moderate,2.0,Low,1.0,Recently formed wind slabs are expected to remain reactive to triggering on Tuesday. Use extra caution on high elevation north aspects.
1030,2017-04-04,Considerable,3.0,Moderate,2.0,Low,1.0,Back into a stormy pattern leading into the weekend. Expect to see the avalanche danger gradually rise over the coming days as snowfall amounts begin to accumulate.
1031,2017-04-05,Considerable,3.0,Considerable,3.0,Moderate,2.0,A series of pacific frontal systems impacting the coast in the coming days will elevate the avalanche danger.
1032,2017-04-06,Considerable,3.0,Considerable,3.0,Moderate,2.0,Yet another Pacific frontal system will impact the region keeping the avalanche danger elevated
1033,2017-04-07,Considerable,3.0,Moderate,2.0,Low,1.0,Continued snow and wind over the past few days will keep the avalanche danger elevated at upper elevations.
1034,2017-04-08,Moderate,2.0,Moderate,2.0,Low,1.0,The weather forecast is calling for a more stable weather pattern in the coming days
1035,2017-04-09,Moderate,2.0,Moderate,2.0,Low,1.0,It's still winter at treeline and alpine elevations. Keep your avalanche eyeballs on!
1036,2017-04-10,Moderate,2.0,Low,1.0,Low,1.0,It's still winter at treeline and alpine elevations!
1037,2017-04-11,Moderate,2.0,Low,1.0,Low,1.0,It's still winter at treeline and alpine elevations!
1038,2017-04-12,Considerable,3.0,Moderate,2.0,Low,1.0,"New snow and shifting wind directions may create wind slabs on a variety of aspects, including slopes that are generally windward."
1039,2017-04-13,Moderate,2.0,Moderate,2.0,Low,1.0,"Carefully evaluate steep slopes - this is where you'll trigger an avalanche after the storm, particularly in wind-affected terrain."
1040,2017-04-14,Moderate,2.0,Low,1.0,Low,1.0,The next big change is on Sunday: Sunny warm weather will be the driver of avalanche problems.
1041,2017-04-15,Considerable,3.0,Moderate,2.0,Low,1.0,"The next big change is on Sunday: Sunny, warm weather will be driving avalanche problems."
1042,2017-04-16,Moderate,2.0,Moderate,2.0,Low,1.0,Wind slabs and cornices are the main concerns right now. Carefully assess terrain before committing to bigger lines.
1043,2017-04-17,Moderate,2.0,Moderate,2.0,Low,1.0,Wind slabs and cornices are the main concerns right now. Carefully assess terrain before committing to bigger lines.
1044,2017-04-18,Considerable,3.0,Moderate,2.0,Low,1.0,Wind slabs and cornices are the main concerns right now. Carefully assess terrain before committing to bigger lines.
1045,2017-04-19,Considerable,3.0,Moderate,2.0,Low,1.0,Wind slabs and cornices are the main concerns right now. Carefully assess terrain before committing to bigger lines.
1046,2017-04-20,Considerable,3.0,Moderate,2.0,Moderate,2.0,Warm temperatures and strong sunshine will combine to promote reactivity in a range of avalanche problems on Friday.
1047,2017-04-21,Moderate,2.0,Low,1.0,Low,1.0,Warm overnight temperatures will keep cornices weak before colder temps set in and fresh wind slabs begin to build on Saturday afternoon.
1048,2017-04-22,Moderate,2.0,Moderate,2.0,Low,1.0,Winter hasn't fully loosened its grip at higher elevations. Conditions remain dynamic as yet another storm rolls through the region.
1049,2017-04-23,Moderate,2.0,Low,1.0,Low,1.0,Warm temperatures and solar exposure will promote reactivity in a range of avalanche problems on Monday.
1080,2017-11-24,Moderate,2.0,Moderate,2.0,Moderate,2.0,"Another storm event is on its way for the weekend. While this one is expected to be cooler than Wednesday's deluge, snowfall amounts are uncertain. Heavy snow, wind and rain will increase hazard."
1081,2017-11-25,High,4.0,Considerable,3.0,Moderate,2.0,A natural avalanche cycle is expected on Sunday as rain batters the snowpack. Conditions will be especially dangerous at higher elevations where rain falls on dry snow.
1082,2017-11-26,High,4.0,Considerable,3.0,Moderate,2.0,A natural avalanche cycle is expected on Sunday as rain batters the snowpack. Conditions will be especially dangerous at higher elevations where rain falls on dry snow.
1083,2017-11-27,Moderate,2.0,Moderate,2.0,Low,1.0,Watch for fresh winds slabs left in lee terrain in the wake of Sunday's storm.
1084,2017-11-28,Considerable,3.0,Considerable,3.0,Moderate,2.0,"Storm snow amounts are uncertain. The new snow may bond poorly to underlying crust surfaces. If more than 30 cm new snow arrives, consider the avalanche danger to be HIGH."
1085,2017-11-29,Considerable,3.0,Moderate,2.0,Low,1.0,"Successive moderate storms will keep danger elevated, particularly in steep, wind-affected terrain. If the 24 hour snow amounts exceed 25 cm, bump avalanche danger up by one rating."
1086,2017-11-30,Considerable,3.0,Moderate,2.0,Low,1.0,"Successive moderate storms will keep danger elevated, particularly in steep, wind-affected terrain. If the 24 hour snow amounts exceed 25 cm, bump avalanche danger up by one rating."
1087,2017-12-01,Considerable,3.0,Moderate,2.0,Low,1.0,"Successive moderate storms will keep danger elevated, particularly in steep, wind-affected terrain. If the 24 hour snow amounts exceed 25 cm, bump avalanche danger up by one rating."
1088,2017-12-02,Moderate,2.0,Moderate,2.0,Low,1.0,"The lure of powder slopes and sunny skies will be strong on Sunday. Take a cautious approach towards more aggressive terrain - especially steep, wind-affected terrain."
1089,2017-12-03,Moderate,2.0,Moderate,2.0,Low,1.0,"The lure of powder slopes and sunny skies will be strong on Sunday. Take a cautious approach towards more aggressive terrain - especially steep, wind-affected terrain."
1090,2017-12-04,Moderate,2.0,Low,1.0,Low,1.0,"Don't let your guard down with the sunny weather and fresh snow. Take a cautious approach towards more aggressive terrain - especially steep, wind-affected terrain."
1091,2017-12-05,Moderate,2.0,Low,1.0,Low,1.0,"Don't let your guard down with the sunny weather and fresh snow. Take a cautious approach towards more aggressive terrain - especially steep, wind-affected terrain."
1092,2017-12-06,Moderate,2.0,Moderate,2.0,Low,1.0,"Alpine temperatures are sky rocketing! Dial back your terrain choices when the snow gets moist or mushy and avoid cliffs, gullies, and steep slopes with trees."
1093,2017-12-07,Moderate,2.0,Low,1.0,Low,1.0,Spring-like conditions should continue. Be cautious on steep slopes if the snow feels moist or wet.
1094,2017-12-08,Low,1.0,Low,1.0,Low,1.0,Warm alpine air is the continuing trend. Be cautious on steep slopes if the snow feels moist or wet.
1095,2017-12-09,Low,1.0,Low,1.0,Low,1.0,"Shady slopes offer the best snow, but watch out for new wind slabs that may have formed at higher elevations."
1096,2017-12-10,Low,1.0,Low,1.0,Low,1.0,"Shady slopes offer the best snow, but watch out for wind slabs that may have formed at higher elevations."
1097,2017-12-11,Low,1.0,Low,1.0,Low,1.0,"Shady slopes offer the best snow, but watch out for wind slabs that may have formed at higher elevations."
1098,2017-12-12,Low,1.0,Low,1.0,Low,1.0,"With warm temperatures and spring-like conditions, watch for moist and wet snow as crusts breakdown during the day."
1099,2017-12-13,Low,1.0,Low,1.0,Low,1.0,"Cooler temperatures and snow are expected for the weekend.  Until then be aware of changing snow conditions during the day and from one aspect to another. There may be areas of wet snow particularly on steep, sunny slopes and near rocks."
1100,2017-12-14,Low,1.0,Low,1.0,Low,1.0,"Cooler temperatures and snow are expected for the weekend.  Until then be aware of changing snow conditions during the day and from one aspect to another. There may be areas of wet snow particularly on steep, sunny slopes and near rocks."
1101,2017-12-15,Low,1.0,Low,1.0,Low,1.0,"A dusting of new snow has covered the most-recent surface crust. With more snow expected over the weekend, watch for how the new snow is bonding to the old surface."
1102,2017-12-16,Low,1.0,Low,1.0,Low,1.0,"A dusting of new snow has covered the most-recent surface crust. With more snow expected over the weekend, watch for how the new snow is bonding to the old surface."
1103,2017-12-17,Moderate,2.0,Moderate,2.0,Low,1.0,Wind-driven snow will increase the avalanche danger on Sunday. Watch for how the new snow is bonding to the old surface.
1104,2017-12-18,Moderate,2.0,Moderate,2.0,Low,1.0,Wind-blown snow is driving the avalanche danger on Monday. Watch for how the new snow is bonding to the old surface.
1105,2017-12-19,Moderate,2.0,Moderate,2.0,Low,1.0,Fresh storm slabs will be driving the avalanche danger on Tuesday. Be extra vigilant on down wind (lee) features below ridge crests.
1106,2017-12-20,Considerable,3.0,Considerable,3.0,Moderate,2.0,"In the wake of Tuesday's storm, be vigilant for wind loading - even at lower elevations. Extra caution on south through east aspects!"
1107,2017-12-21,Considerable,3.0,Moderate,2.0,Low,1.0,"Strong northerly, outflow winds have redistributed the recent storm snow at upper elevations. Watch for areas of wind loaded snow near ridge tops and exposed features."
1108,2017-12-22,Considerable,3.0,Moderate,2.0,Low,1.0,"Strong northerly, outflow winds have redistributed the recent storm snow at upper elevations. Watch for areas of wind loaded snow near ridge tops and exposed features."
1109,2017-12-23,Moderate,2.0,Moderate,2.0,Low,1.0,"Strong northerly, outflow winds have scoured windward slopes and created hard wind slabs on lee slopes at upper elevations. Watch for areas of ""pillowy"" or hollow, drum-like sounding snow."
1110,2017-12-24,Moderate,2.0,Moderate,2.0,Low,1.0,"Strong northerly, outflow winds have scoured windward slopes and created hard wind slabs on lee slopes at upper elevations. Watch for areas of ""pillowy"" or hollow, drum-like sounding snow."
1111,2017-12-25,Moderate,2.0,Low,1.0,Low,1.0,"Ho, ho, HO! Here's to hoping for some appreciable snowfall later in the week.  We won't see much change until then."
1112,2017-12-26,Moderate,2.0,Low,1.0,Low,1.0,"Ho, ho, HO! Here's to hoping for some appreciable snowfall later in the week.  We won't see much change until then."
1113,2017-12-27,Considerable,3.0,Considerable,3.0,Moderate,2.0,Posted danger ratings are for Thursday morning. The avalanche danger is forecast to increase throughout the day and could become High by the afternoon.
1114,2017-12-28,Considerable,3.0,Considerable,3.0,Moderate,2.0,Posted danger ratings are for Thursday morning. The avalanche danger is forecast to increase throughout the day and could become High by the afternoon.
1115,2017-12-29,Considerable,3.0,Moderate,2.0,Moderate,2.0,"Natural avalanche activity is expected to tapper off early Saturday morning, but human triggered avalanches remain possible or even likely in wind loaded features, especially those that are steep and unsupported."
1116,2017-12-30,Considerable,3.0,Moderate,2.0,Moderate,2.0,"Natural avalanche activity is expected to tapper off early Saturday morning, but human triggered avalanches remain possible or even likely in wind loaded features, especially those that are steep and unsupported."
1117,2017-12-31,Moderate,2.0,Moderate,2.0,Moderate,2.0,"Sunday offers one last day of cool temperatures before warming arrives Sunday night. Pay attention to how the snow feels underneath you, as the storm snow settles into a more cohesive slab it will likely become more sensitive to human triggering."
1118,2018-01-01,Moderate,2.0,Moderate,2.0,Low,1.0,"Human triggered avalanches may become more likely as warm temperatures allow the storm snow to settle into a more cohesive slab. Keep a close eye on steep sun exposed slopes throughout the day, warming may initiate natural loose avalanches."
1119,2018-01-02,Moderate,2.0,Moderate,2.0,Low,1.0,"Continued warm temperatures should allow the snowpack to further settle and stabilize, but small storm slabs in more extreme terrain may still be an issue. Watch for the odd loose wet avalanche on steep solar aspects in the afternoon too."
1120,2018-01-03,Moderate,2.0,Low,1.0,Low,1.0,"Continued warm temperatures should allow the snowpack to further settle and stabilize, but small storm slabs in more extreme terrain may still be an issue. Watch for the odd loose wet avalanche on steep solar aspects in the afternoon too."
1121,2018-01-04,Low,1.0,Low,1.0,Low,1.0,Low avalanche danger doesn't necessarily equate to no avalanche danger. The odd small storm slab may still be human triggerable in more extreme terrain. The picture should start to change on Saturday as storm snow returns to the Sea to Sky.
1122,2018-01-05,Moderate,2.0,Moderate,2.0,Moderate,2.0,"Weather models continue to show more rain and warming for the region with each successive model run. Despite recent warm temperatures, rain percolating through the upper snowpack may induce a round of natural avalanches."
1123,2018-01-06,Moderate,2.0,Moderate,2.0,Low,1.0,Wind stiffened storm slabs are expected to form Friday night into Saturday at upper elevations. These slabs may be resting on a slight crust which could make them that much more sensitive to human triggering.
1124,2018-01-07,Moderate,2.0,Low,1.0,Low,1.0,A steady stream of light precipitation should fall as snow at upper elevations and begin to accumulate in the coming days.
1125,2018-01-08,Considerable,3.0,Moderate,2.0,Moderate,2.0,A steady flow of moisture has gradually accumulated storm snow amounts over the past 2 days.
1126,2018-01-09,Considerable,3.0,Considerable,3.0,Moderate,2.0,"10 to 25 cm of snow accompanied by southwest wind is expected Monday night. This snow adds to the existing wind stiffened storm slab that rests on a crust. If overnight snow totals exceed 20 cm in your local area, the Alpine danger may be ""High."""
1127,2018-01-10,Moderate,2.0,Moderate,2.0,Low,1.0,"Human triggered avalanches remain possible Wednesday, especially in steep wind loaded features near ridgetop where the recent storm snow is settling into a slab that rests on a crust."
