date_valid,alpine_status,alpine_status_code,treeline_status,treeline_status_code,belowtree_status,belowtree_status_code,problems
2016-04-19,No Rating,0,No Rating,0,No Rating,0,Spring Conditions. Sunny skies and very high freezing levels will increase the avalanche danger. The surface crust holds the snowpack together and may break down rapidly if there is no re-freeze overnight.
2016-04-20,No Rating,0,No Rating,0,No Rating,0,"Spring Conditions. Record breaking warm weather continues. Expect the likelihood of wet slab avalanches, cornice falls, and loose wet avalanches to increase during the heat of the day."
2016-04-21,No Rating,0,No Rating,0,No Rating,0,"Spring Conditions. The ridge of HIGH pressure is breaking down, and a weak weather system is moving on-shore. Expect high freezing levels to continue to result in wet slab and loose wet avalanches."
2016-04-22,No Rating,0,No Rating,0,No Rating,0,Spring Conditions. Cloudy and cooler conditions will reduce the size and likelihood of loose wet and wet slab avalanches. New surface crusts are expected to develop over the next few days.
2016-04-23,No Rating,0,No Rating,0,No Rating,0,"Spring conditions. While the freezing level remains high, wet slabs will be the primary concern."
2016-04-24,No Rating,0,No Rating,0,No Rating,0,Spring conditions. Localised storm slabs may develop this weekend.
2016-04-25,No Rating,0,No Rating,0,No Rating,0,Spring conditions. Plan to travel when the snow surface is frozen and strong.
2016-04-26,No Rating,0,No Rating,0,No Rating,0,We have finished producing daily forecasts for the year. Enjoy the SPRING CONDITIONS. Stay up to date with mountain conditions with the ACMG's Mountain Conditions Report.
2016-04-27,No Rating,0,No Rating,0,No Rating,0,We have finished producing daily forecasts for the year. Enjoy the SPRING CONDITIONS. Stay up to date with mountain conditions with the ACMG's Mountain Conditions Report.
2016-04-28,No Rating,0,No Rating,0,No Rating,0,We have finished producing daily forecasts for the year. Enjoy the SPRING CONDITIONS. Stay up to date with mountain conditions with the ACMG's Mountain Conditions Report.
2016-04-29,No Rating,0,No Rating,0,No Rating,0,We have finished producing daily forecasts for the year. Enjoy the SPRING CONDITIONS. Stay up to date with mountain conditions with the ACMG's Mountain Conditions Report.
2016-04-30,No Rating,0,No Rating,0,No Rating,0,We have finished producing daily forecasts for the year. Enjoy the SPRING CONDITIONS. Stay up to date with mountain conditions with the ACMG's Mountain Conditions Report.
2016-11-01,No Rating,0,No Rating,0,No Rating,0,We have finished producing daily forecasts for the year. Enjoy the SPRING CONDITIONS. Stay up to date with mountain conditions with the ACMG's Mountain Conditions Report.
2016-11-02,,,,,,,
2016-11-03,,,,,,,
2016-11-04,,,,,,,
2016-11-05,,,,,,,
2016-11-06,,,,,,,
2016-11-07,,,,,,,
2016-11-08,,,,,,,
2016-11-09,,,,,,,
2016-11-10,,,,,,,
2016-11-11,,,,,,,
2016-11-12,,,,,,,
2016-11-13,,,,,,,
2016-11-14,,,,,,,
2016-11-15,,,,,,,
2016-11-16,,,,,,,
2016-11-17,,,,,,,
2016-11-18,,,,,,,
2016-11-19,,,,,,,
2016-11-20,,,,,,,
2016-11-21,,,,,,,
2016-11-22,,,,,,,
2016-11-23,,,,,,,
2016-11-24,,,,,,,
2016-11-25,,,,,,,
2016-11-26,,,,,,,
2016-11-27,,,,,,,
2016-11-28,,,,,,,
2016-11-29,,,,,,,
2016-11-30,,,,,,,
2016-12-01,,,,,,,
2016-12-02,,,,,,,
2016-12-03,,,,,,,
2016-12-04,,,,,,,
2016-12-05,,,,,,,
2016-12-06,Considerable,3,Considerable,3,No Rating,0,Heavy snowfall has created dangerous avalanche conditions in the South Coast mountains.
2016-12-07,Considerable,3,Moderate,2,Low,1,Make conservative terrain choices because the storm snow will take longer than usual to settle.
2016-12-08,Considerable,3,Considerable,3,Low,1,"Avalanche danger will increase throughout the day. The weather forecast remains uncertain, so consider the avalanche danger to be HIGH if there's more than 30 cm of new snow on Friday."
2016-12-09,High,4,High,4,Considerable,3,Heavy snowfall this weekend will create very dangerous avalanche conditions.
2016-12-10,High,4,High,4,Considerable,3,Continued heavy snowfall is expected to create widespread reactive storm slabs. Very conservative terrain selection is critical and travel in avalanche terrain is not recommended.
2016-12-11,High,4,High,4,Considerable,3,Continued heavy snowfall is expected to create widespread reactive storm slabs. Very conservative terrain selection is critical and travel in avalanche terrain is not recommended.
2016-12-12,Moderate,2,Moderate,2,Low,1,It's not coastal cement: the cold storm means instabilities will persist longer than is usual for this region. Be very cautious if you are considering venturing into steep terrain.
2016-12-13,Moderate,2,Moderate,2,Low,1,The recent storm snow is expected to take longer than usual to settle and strengthen.
2016-12-14,Moderate,2,Moderate,2,Low,1,The recent storm snow is expected to take longer than usual to settle and strengthen.
2016-12-15,Moderate,2,Low,1,Low,1,Beware of wind-loaded and sun-exposed slopes where the recent storm snow has settled into touchy slabs.
2016-12-16,Moderate,2,Low,1,Low,1,Beware of wind-loaded and sun-exposed slopes where the recent storm snow has settled into touchy slabs.
2016-12-17,Moderate,2,Moderate,2,Low,1,Beware of wind-loaded and sun-exposed slopes where the recent storm snow has settled into touchy slabs.
2016-12-18,Moderate,2,Moderate,2,Low,1,"Expect the avalanche danger to rise over the coming days as the freezing level starts to rise, snowfall amounts accumulate and the wind picks up"
2016-12-19,High,4,High,4,Considerable,3,Heavy snowfall through Sunday night into Monday and Tuesday combined with strong winds and warm temperatures will keep the avalanche danger elevated through the forecast period
2016-12-20,Considerable,3,Considerable,3,Considerable,3,Continued snowfall and strong winds will keep the avalanche hazard elevated through the forecast period
2016-12-21,Considerable,3,Moderate,2,Moderate,2,"The last few days' new snow sits on a variety of potential weak sliding layers. As the storm snow settles in the coming days, it will be critical to evaluate the bond between new and old snow layers."
2016-12-22,Moderate,2,Moderate,2,Low,1,As this past week's storm snow continues to settle it will still be important to evaluate the bond between the old snow surface and the new snow. There is still potential for a week sliding layer in isolated sheltered areas.
2016-12-23,Moderate,2,Low,1,Low,1,Heading into a stable weather pattern for the holiday weekend
2016-12-24,Low,1,Low,1,Low,1,Enjoy the stability while it lasts. Avalanche danger will spike on the South Coast as Monday's storm delivers up to 50cm of new snow to the region.
2016-12-25,Low,1,Low,1,Low,1,Low danger on Monday hinges on snowfall arriving late in the day. Think about Tuesday's forecast if snow is piling up around you.
2016-12-26,Low,1,Low,1,Low,1,Low danger on Monday hinges on snowfall arriving late in the day. Think about Tuesday's forecast if snow is piling up around you.
2016-12-27,High,4,High,4,Considerable,3,A series of storms is ramping up avalanche danger in the South Coast mountains.
2016-12-28,High,4,High,4,Considerable,3,Heavy snowfall on Thursday with strong winds and mild temperatures is expected to form widespread storm slabs and drive the danger to HIGH. Travel in avalanche terrain is not recommended.
2016-12-29,High,4,High,4,Considerable,3,Heavy snowfall on Thursday with strong winds and mild temperatures is expected to form widespread storm slabs and drive the danger to HIGH. Travel in avalanche terrain is not recommended.
2016-12-30,Considerable,3,Considerable,3,Moderate,2,Conservative terrain selection is recommended on Friday. Give the recent storm snow a couple days to settle and stabilize before pushing into big terrain features. Use extra caution on steep sun exposed slopes on Friday afternoon.
2016-12-31,Considerable,3,Moderate,2,Low,1,Watch for signs that the recent storm snow is still reactive to triggering. Slabs will be most reactive in wind loaded terrain features.
2017-01-01,Moderate,2,Moderate,2,Low,1,Relatively light amounts of new snow may form wind slabs behind exposed features. These could become touchy if they are kissed by the sun on south aspect slopes.
2017-01-02,Moderate,2,Moderate,2,Low,1,Watch for wind slabs on southerly aspects
2017-01-03,Moderate,2,Low,1,Low,1,Watch for wind slabs on southerly aspects
2017-01-04,Moderate,2,Low,1,Low,1,Recent wind slabs will be gaining strength but may become unstable with solar radiation on Wednesday.
2017-01-05,Low,1,Low,1,Low,1,"Stability has improved on the South Coast, but avoid testing any unsupported wind slabs."
2017-01-06,Moderate,2,Moderate,2,Low,1,Watch for instabilities in new snow on Friday and don't let a small slide get the best of you.
2017-01-07,Low,1,Low,1,Low,1,Avoid wind loaded pockets and don't let a small slide get the best of you.
2017-01-08,Moderate,2,Low,1,Low,1,Avalanche danger will increase with the incoming storm on Sunday night.
2017-01-09,Considerable,3,Considerable,3,Moderate,2,Avalanche danger will increase with the incoming storm on Sunday night.
2017-01-10,Moderate,2,Moderate,2,Low,1,Continually assess conditions as you travel and watch out for isolated (wind) slabs.
2017-01-11,Moderate,2,Moderate,2,Low,1,Continually assess conditions as you travel and watch out for isolated (wind) slabs.
2017-01-12,Moderate,2,Low,1,Low,1,"A thin rain crust is helping to keep wind slabs in check at lower elevations, but they may remain touchy in the alpine - especially if the sun hits them."
2017-01-13,Moderate,2,Low,1,Low,1,"A thin rain crust is helping to keep wind slabs in check at lower elevations, but they may remain touchy in the alpine - especially if the sun hits them."
2017-01-14,Moderate,2,Low,1,Low,1,"A variable rain crust is helping to keep wind slabs in check at lower elevations, but they may remain touchy in the alpine - especially if the sun hits them."
2017-01-15,Moderate,2,Low,1,Low,1,"Watch for loose, wet snow on slopes facing the sun. Some wind slabs may still be lurking on a wide range of aspects at alpine elevations near ridge crest."
2017-01-16,Moderate,2,Moderate,2,Low,1,"Incoming Mango Express!!! Where it rains, watch out for loose wet snow; where it snows, watch out for storm slabs."
2017-01-17,Considerable,3,Moderate,2,Moderate,2,"Warm wet weather continues. Where it rains, watch out for loose wet snow (or wet slabs in the alpine); where it snows, watch out for storm slabs."
2017-01-18,Considerable,3,Moderate,2,Moderate,2,"Warm wet weather continues. Where it rains, watch out for loose wet snow (or wet slabs in the alpine); where it snows, watch out for storm slabs."
2017-01-19,Considerable,3,Moderate,2,Moderate,2,"Warm wet weather continues. Where it rains, watch out for loose wet snow (or wet slabs in the alpine); where it snows, watch out for storm slabs."
2017-01-20,Moderate,2,Moderate,2,Low,1,Be alert to conditions that change with elevation. Lots of rain at lower elevations might mean lots of snow up high.
2017-01-21,Moderate,2,Moderate,2,Low,1,Be alert to conditions that change with elevation. Lots of rain at lower elevations might mean lots of snow up high.
2017-01-22,Moderate,2,Low,1,Low,1,Be alert to conditions that change with elevation. Lots of rain at lower elevations might mean lots of snow up high.
2017-01-23,Moderate,2,Low,1,Low,1,Be alert to conditions that change with elevation. Lots of rain at lower elevations might mean lots of snow up high.
2017-01-24,Moderate,2,Low,1,Low,1,Stability is improving steadily but wind slabs remain a concern. Avoid testing their strength on steep or unsupported slopes.
2017-01-25,Low,1,Low,1,Low,1,Continue exercising normal caution as the improved stability frees up your terrain options.
2017-01-26,Low,1,Low,1,Low,1,Continue exercising normal caution as the improved stability frees up your terrain options.
2017-01-27,Low,1,Low,1,Low,1,Watch for daytime warming promoting instability in the coming days.
2017-01-28,Considerable,3,Moderate,2,Low,1,20-30 cm of new snow with strong southwest winds will elevate the avalanche danger on Sunday.
2017-01-29,Moderate,2,Low,1,Low,1,Watch for wind loaded terrain features and avoid terrain traps like cliffs and gullies.
2017-01-30,Low,1,Low,1,Low,1,Watch for wind loaded features above terrain traps like cliffs and gullies. Thanks to everyone who's shared observations on the MIN!
2017-01-31,Low,1,Low,1,Low,1,Watch for wind loaded features above terrain traps like cliffs and gullies. Thanks to everyone who's shared observations on the MIN!
2017-02-01,Low,1,Low,1,Low,1,Watch for wind loaded features above terrain traps like cliffs and gullies.
2017-02-02,Low,1,Low,1,Low,1,Watch for wind loaded features above terrain traps like cliffs and gullies.
2017-02-03,Moderate,2,Moderate,2,Low,1,New snow and wind will likely build fresh and reactive wind slabs at upper elevations on leeward slopes.
2017-02-04,Considerable,3,Considerable,3,Considerable,3,New snow and wind is driving the danger ratings. Reactive storm slabs are the primary concern and conservative terrain selection is key.
2017-02-05,High,4,High,4,High,4,Very touchy storm slabs reactive to human triggers. Conservative decision making will be CRITICAL to playing safe in the mountains this weekend.
2017-02-06,Considerable,3,Considerable,3,Considerable,3,Touchy storm slabs reactive to human triggers. Storm slab reactivity may persist for longer than usual due to the cold snow overlying a hard crust.
2017-02-07,Moderate,2,Low,1,Low,1,Storm slabs becoming less reactive and bond to the crust is improving.
2017-02-08,Moderate,2,Low,1,Low,1,Storm slabs becoming less reactive and bond to the crust is improving.
2017-02-09,High,4,Considerable,3,Considerable,3,When the snow first turns to rain a widespread natural avalanche cycle will likely ensue for a short period of time.
2017-02-10,Considerable,3,Moderate,2,Low,1,Fresh storm slabs are sitting on a new crust at treeline and below. Use small slopes with low consequence to test the bond of the storm snow.
2017-02-11,Moderate,2,Moderate,2,Low,1,Fresh storm slabs formed at treeline and above. Use small slopes with low consequence to test the bond of the storm snow.
2017-02-12,Moderate,2,Moderate,2,Low,1,Avoid steep sun-exposed slopes during the heat of the day. Don't let your guard down with warm temperatures and sunny skies.
2017-02-13,Moderate,2,Low,1,Low,1,Avoid steep sun-exposed slopes during the heat of the day. Don't let your guard down with warm temperatures and sunny skies.
2017-02-14,Considerable,3,Considerable,3,Moderate,2,The heavy rain over the next few days will make the snowpack unstable. Conservative terrain use and avoiding overhead hazard is critical.
2017-02-15,Considerable,3,Considerable,3,Moderate,2,The heavy rain over the next few days will make the snowpack unstable. Conservative terrain use and avoiding overhead hazard is critical.
2017-02-16,Considerable,3,Considerable,3,Moderate,2,The heavy rain on Wednesday-Thursday will make the snowpack unstable. Conservative terrain use and avoiding overhead hazard is critical.
2017-02-17,Moderate,2,Low,1,Low,1,We're heading into a period of improving stability. Stay on the lookout for storm slabs at higher elevations.
2017-02-18,Moderate,2,Low,1,Low,1,We're heading into a period of improving stability. Stay on the lookout for storm slabs at higher elevations.
2017-02-19,Considerable,3,Considerable,3,Moderate,2,Heavy snowfall Sunday overnight is expected to form touchy new storm slabs. Stick to mellow terrain and avoid wind loaded features.
2017-02-20,Considerable,3,Considerable,3,Moderate,2,Heavy snowfall Sunday overnight is expected to form touchy new storm slabs. Stick to mellow terrain and avoid wind loaded features.
2017-02-21,Moderate,2,Moderate,2,Low,1,Watch for lingering wind slabs in high north facing terrain and loose sluffing on steep sun exposed slopes.
2017-02-22,Moderate,2,Low,1,Low,1,Tune in to changing snow conditions as you gain elevation. Reactive pockets of wind slab may be lurking in the lee of exposed terrain features at higher elevations.
2017-02-23,Moderate,2,Moderate,2,Low,1,Forecast models are showing uncertainty about snowfall on Friday morning. Friday's danger ratings are currently based on receiving about 10cm of new snow.
2017-02-24,Moderate,2,Moderate,2,Low,1,Forecast models are showing uncertainty about snowfall on Friday morning. Friday's danger ratings are currently based on receiving about 10cm of new snow.
2017-02-25,Moderate,2,Moderate,2,Low,1,"Variable new snow amounts mean variable avalanche danger. Expect instability in the recent snow, whether it's 5 cm or 15."
2017-02-26,Moderate,2,Moderate,2,Low,1,Storm slabs will grow a bit thicker with 10 cm of new snow in the forecast. Be ready for human triggering potential to persist through Sunday.
2017-02-27,Moderate,2,Low,1,Low,1,"Keep an eye on the ongoing effects of the wind, especially at higher elevations. Expect instability in wind affected areas."
2017-02-28,Considerable,3,Moderate,2,Low,1,"Incoming snow, wind, and warming temperatures will increase avalanche hazard over the next several days."
2017-03-01,Considerable,3,Moderate,2,Low,1,"Incoming snow, wind, and warming temperatures will increase avalanche hazard over the next several days."
2017-03-02,High,4,Considerable,3,Moderate,2,"Incoming snow, wind, and warming temperatures will increase avalanche hazard over the next several days."
2017-03-03,High,4,High,4,Moderate,2,"Incoming snow, wind, and warming temperatures will increase avalanche hazard over the next several days."
2017-03-04,Considerable,3,Considerable,3,Moderate,2,"While you're sleeping Friday night, strong SW wind is expected to fuel another round of natural avalanches. While the light wind and lack of snowfall on Saturday may seam benign, the mountains are currently primed for human triggered avalanches."
2017-03-05,Considerable,3,Considerable,3,Moderate,2,Two incidents Saturday remind us that a potentially dangerous storm/wind slab remains sensitive to human triggering. Caution and restraint is urged at this time. Take a conservative approach as you travel in the mountains Sunday.
2017-03-06,Considerable,3,Considerable,3,Moderate,2,There is a lot of uncertainty surrounding the buried weak layer underneath the persistent slab. This interface has remained problematic longer than we'd typically expect on the coast. Cautiously gather info before venturing beyond simple terrain.
2017-03-07,Considerable,3,Considerable,3,Moderate,2,Tricky conditions are expected to persist for the next few days with touchy new wind slabs expected to develop and a buried weak layer creating the potential for isolated very large avalanches. Conservative terrain selection remains critical.
2017-03-08,Considerable,3,Considerable,3,Considerable,3,Heavy storm loading on Tuesday and a deeply buried weak layer are creating tricky conditions. Watch for fresh storm slabs on Wednesday and use extra caution on south facing slopes when the sun is out. Conservative terrain selection remains critical.
2017-03-09,Considerable,3,Considerable,3,Moderate,2,"Recently formed storm slabs are expected to remain reactive on Thursday, especially in wind loaded terrain.  Use extra caution on south facing slopes when the sun is out. Conservative terrain selection remains important."
2017-03-10,High,4,High,4,Considerable,3,Persistent weak layers are not typical on the South Coast. Backcountry users in the region need to keep in mind the potential for storm slab avalanches to 'step down' well beyond the depth of new snow.
2017-03-11,High,4,High,4,Considerable,3,Persistent weak layers are not typical on the South Coast. Backcountry users in the region need to keep in mind the possibility for storm slab avalanches to 'step down' well beyond the depth of new snow.
2017-03-12,High,4,Considerable,3,Moderate,2,"A warm storm will bring rain, snow, and a range of avalanche hazards on Monday. Be aware of hazards changing and increasing as you gain elevation."
2017-03-13,High,4,Considerable,3,Moderate,2,"Tuesday's danger hinges on the snow line. Rain is expected all the way to treeline, so you'll need to increase the rating by one step if you encounter more than 20 cm of new snow at treeline."
2017-03-14,Considerable,3,Moderate,2,Moderate,2,"On Wednesday, touchy storm slabs are expected in the high alpine. Extra caution is also required on all sun exposed slopes if the sun comes out in full force."
2017-03-15,Considerable,3,Considerable,3,Moderate,2,"The new snow and strong wind is expected to form new wind slabs that will bury the rain crust. If more than around 30 cm of snow accumulates in your riding area, a more widespread storm slab problem may develop and local hazard could be High."
2017-03-16,Considerable,3,Moderate,2,Low,1,"Another wet storm is hitting the coast on Friday night. In the meantime, the new snow may be reactive at higher elevations where it's poorly bonded to a buried rain crust."
2017-03-17,High,4,Considerable,3,Moderate,2,"Snowfall amounts are uncertain for Friday night. Danger ratings are based on 20-30 cm of new snow, but be prepared to scale back your plans if you see greater accumulations."
2017-03-18,Moderate,2,Low,1,Low,1,Minimize your exposure by practicing good travel habits and considering human factors when traveling in the mountains.
2017-03-19,Moderate,2,Low,1,Low,1,Apply good travel habits to minimize your exposure even when the avalanche danger is low. Consider human factors to assist in reducing your vulnerability.
2017-03-20,Considerable,3,Moderate,2,Low,1,Uncertainty exists with the freezing level in the coming days. Expect to see rain to mountain top except in the highest reaches of the south coast region.
2017-03-21,Moderate,2,Moderate,2,Low,1,"Uncertainty exists with the freezing level in the coming days. Expect to see rain to mountain top except in the highest reaches of the region. In areas where the latest precipitation is falling as snow, the danger may be higher than shown"
2017-03-22,High,4,Considerable,3,Moderate,2,Uncertainty exists with the freezing level in the coming days. Expect to see rain to mountain top except in the highest reaches of the region.
2017-03-23,High,4,Considerable,3,Moderate,2,"A warm, wet, and windy storm will heighten avalanche danger in the region on Friday. Avalanche problems will vary greatly based on your elevation."
2017-03-24,High,4,Considerable,3,Moderate,2,"A warm, wet, and windy storm will heighten avalanche danger in the region on Friday. Avalanche problems will vary greatly based on your elevation."
2017-03-25,Considerable,3,Moderate,2,Low,1,"Give storm slabs a chance to heal to the surface before stepping into bigger terrain. Steep, unsupported, and/or convex features will harbour instability for the longest."
2017-03-26,Considerable,3,Moderate,2,Low,1,Observations throughout the region have been very limited. Gather information as you travel and don't assume storm slabs have a solid bond until you've tested it yourself.
2017-03-27,Considerable,3,Considerable,3,Moderate,2,Forecast stormy weather will result in elevated avalanche danger. Alpine areas in this region may develop deep storm slabs in the next few days.
2017-03-28,High,4,High,4,Moderate,2,Continued stormy weather has resulted in elevated avalanche danger. Alpine and tree line areas above the snow line have developed deep storm slabs.
2017-03-29,Considerable,3,Considerable,3,Moderate,2,"With the sun potentially coming out for an extended period of time on Thursday, expect storm slabs to be reactive at upper elevations"
2017-03-30,Moderate,2,Moderate,2,Low,1,The weather forecast calls for a few days of settled weather
2017-03-31,Moderate,2,Low,1,Low,1,Additional snow and wind Friday night into Saturday will build onto existing wind slabs in the alpine elevation band
2017-04-01,Moderate,2,Moderate,2,Low,1,"The recent storm snow may be reactive at the highest elevations, especially in wind loaded terrain. Extra caution is needed around steep sun exposed slopes when the sun is out."
2017-04-02,Moderate,2,Moderate,2,Low,1,Watch for lingering wind slabs in high north facing terrain. Extra caution is needed around all steep sun exposed slopes as well any slopes exposed to large cornices.
2017-04-03,Moderate,2,Moderate,2,Low,1,"Observations from the region have been extremely limited recently. If you are out in the mountains, please consider posting your observations to the Mountain Information Network and help us improve the bulletin. Click here for more details."
2017-04-04,High,4,Considerable,3,Moderate,2,"Observations from the region have been extremely limited recently. If you are out in the mountains, please consider posting your observations to the Mountain Information Network and help us improve the bulletin. Click here for more details."
2017-04-05,High,4,Considerable,3,Moderate,2,"Observations from the region have been extremely limited recently. If you are out in the mountains, please consider posting your observations to the Mountain Information Network and help us improve the bulletin. Click here for more details."
2017-04-06,High,4,Considerable,3,Moderate,2,"Observations from the region have been extremely limited recently. If you are out in the mountains, please consider posting your observations to the Mountain Information Network and help us improve the bulletin. Click here for more details."
2017-04-07,High,4,Considerable,3,Moderate,2,"Observations from the region have been extremely limited recently. If you are out in the mountains, please consider posting your observations to the Mountain Information Network and help us improve the bulletin. Click here for more details."
2017-04-08,Considerable,3,Moderate,2,Low,1,"Observations from the region have been extremely limited recently. If you are out in the mountains, please consider posting your observations to the Mountain Information Network and help us improve the bulletin. Click here for more details."
2017-04-09,Moderate,2,Moderate,2,Low,1,Yesterday's avalanche accident near Lions Bay highlights that it's still winter at higher elevations.
2017-04-10,Moderate,2,Low,1,Low,1,It's still winter at higher elevations.
2017-04-11,Moderate,2,Low,1,Low,1,It's still winter at higher elevations.
2017-04-12,Considerable,3,Moderate,2,Low,1,"New snow and shifting wind directions may create wind slabs on a variety of aspects, including slopes that are generally windward."
2017-04-13,Moderate,2,Moderate,2,Low,1,The most likely place to trigger an avalanche is in a very steep gully or in wind affected terrain.
2017-04-14,Moderate,2,Low,1,Low,1,The next big change is on Sunday: Sunny warm weather will be the driver of avalanche problems.
2017-04-15,Considerable,3,Moderate,2,Low,1,"The next big change is on Sunday: Sunny, warm weather will be driving avalanche problems."
2017-04-16,Moderate,2,Low,1,Low,1,The elevated danger ratings and avalanche problems are more applicable to the north of the region (Sky Pilot area) than the south (North Shore mountains). Continually reassess conditions as you travel.
2017-04-17,Considerable,3,Moderate,2,Low,1,The elevated danger ratings and avalanche problems are more applicable to the higher elevations in the north of the region (Sky Pilot area) than the south (North Shore mountains). Continually reassess conditions as you travel.
2017-04-18,Considerable,3,Moderate,2,Low,1,Storm slabs are the main concern in the north of the region (Sky Pilot area) while loose wet avalanches are the main concern in the south (North Shore mountains). Continually reassess conditions as you travel.
2017-04-19,Considerable,3,Moderate,2,Low,1,"The main concern is storm slabs at higher elevations in the north of the region (Sky Pilot area). If you see more than 25cm of fresh snow, stick to simple terrain with low consequence and no overhead hazard."
2017-04-20,Considerable,3,Moderate,2,Moderate,2,Warm temperatures and sunshine will combine to promote reactivity in a range of avalanche problems on Friday.
2017-04-21,Moderate,2,Low,1,Low,1,Dynamic conditions prevail in the South Coast mountains. Warm overnight temperatures will keep cornices weak before colder temps set in and fresh wind slabs begin to build on Saturday afternoon.
2017-04-22,Considerable,3,Moderate,2,Low,1,Winter still hasn't loosened its grip at higher elevations. Conditions remain dynamic as yet another storm rolls through the region.
2017-04-23,Moderate,2,Low,1,Low,1,Warm temperatures and solar exposure will promote reactivity in a range of avalanche problems on Monday.
2017-04-24,,,,,,,
2017-04-25,,,,,,,
2017-04-26,,,,,,,
2017-04-27,,,,,,,
2017-04-28,,,,,,,
2017-04-29,,,,,,,
2017-04-30,,,,,,,
2017-11-01,,,,,,,
2017-11-02,,,,,,,
2017-11-03,,,,,,,
2017-11-04,,,,,,,
2017-11-05,,,,,,,
2017-11-06,,,,,,,
2017-11-07,,,,,,,
2017-11-08,,,,,,,
2017-11-09,,,,,,,
2017-11-10,,,,,,,
2017-11-11,,,,,,,
2017-11-12,,,,,,,
2017-11-13,,,,,,,
2017-11-14,,,,,,,
2017-11-15,,,,,,,
2017-11-16,,,,,,,
2017-11-17,,,,,,,
2017-11-18,,,,,,,
2017-11-19,,,,,,,
2017-11-20,,,,,,,
2017-11-21,,,,,,,
2017-11-22,,,,,,,
2017-11-23,,,,,,,
2017-11-24,Moderate,2,Moderate,2,Moderate,2,Ongoing wet weather is maintaining a heightened danger of loose wet avalanches at all elevations. Storm slabs are a potential concern in the alpine.
2017-11-25,Moderate,2,Low,1,Low,1,"Wet, warm weather forecasted for Sunday means the potential for loose, wet avalanches in extreme terrain. Watch for pockets of storm slab in areas that receive snow instead of rain. Very strong winds are forecast Sunday morning at higher elevations."
2017-11-26,Low,1,Low,1,Low,1,Cooling temperatures are set to stabilize the snowpack.
2017-11-27,Considerable,3,Moderate,2,Low,1,"Snow amounts for the incoming storm Monday night and Tuesday are uncertain. I'm anticipating 15-20 cm wet snow, but if you see more than 30 cm, consider the danger to be HIGH."
2017-11-28,High,4,High,4,Moderate,2,Alpine and Treeline danger has been updated to HIGH in response to higher than anticipated snow amounts. It's a good time to avoid exposure to avalanche terrain.
2017-11-29,Considerable,3,Considerable,3,Moderate,2,Successive storms will maintain elevated danger through the rest of this week. Pay particular attention in exposed areas where wind has blown the new snow into dense wind slabs.
2017-11-30,Considerable,3,Considerable,3,Moderate,2,Successive storms will maintain elevated danger through the rest of this week. Pay particular attention in exposed areas where wind has blown the new snow into dense wind slabs.
2017-12-01,Considerable,3,Considerable,3,Moderate,2,"Watch new snow amounts carefully. If more than 30 cm new snow falls overnight by Friday morning, consider the danger to be HIGH."
2017-12-02,Moderate,2,Moderate,2,Low,1,Heavy snowfall in the North Shore mountains (60-90cm storm snow) will take time to settle and bond to a crust. Carefully assess the snowpack before venturing into more aggressive terrain.
2017-12-03,Moderate,2,Low,1,Low,1,Don't let your guard down with the sunny weather and fresh snow. Carefully assess the snowpack before venturing into more aggressive terrain.
2017-12-04,Moderate,2,Low,1,Low,1,Don't let your guard down with the sunny weather and fresh snow. Carefully assess the snowpack before venturing into more aggressive terrain.
2017-12-05,Moderate,2,Moderate,2,Moderate,2,"Warm temperatures and sun cause unstable snow, especially in the afternoon. If the snow is moist or mushy, dial back your terrain selection and avoid cliffs, gullies and steep slopes with trees."
2017-12-06,Moderate,2,Moderate,2,Low,1,"Dial back your terrain choices when the snow gets moist or mushy and avoid cliffs, gullies, and steep slopes with trees."
2017-12-07,Moderate,2,Low,1,Low,1,Spring-like conditions should continue. Be cautious on steep slopes if the snow feels moist or wet.
2017-12-08,Low,1,Low,1,Low,1,Warm air is the continuing trend. Be cautious on steep slopes if the snow feels moist or wet.
2017-12-09,Low,1,Low,1,Low,1,Warm air is the continuing trend. Seek shady slopes for the best snow.  Be cautious on steep slopes if the snow feels moist or wet.
2017-12-10,Low,1,Low,1,Low,1,Warm air is the continuing trend. Seek shady slopes for the best snow.
2017-12-11,Low,1,Low,1,Low,1,Warm air is the continuing trend. Seek shady slopes for the best snow.
2017-12-12,Low,1,Low,1,Low,1,The current weather pattern is expected to continue for most of the week.  Watch for wet snow in steep or extreme terrain where even a small release could become a big problem.
2017-12-13,Low,1,Low,1,Low,1,"With more spring-like weather expected on Thursday, watch for changing snow conditions during the day. It may be possible to trigger loose, wet snow in steep, sunny or rocky terrain. Once moving wet snow can gather mass quickly."
2017-12-14,Low,1,Low,1,Low,1,"Cooler temperatures and snow are forecasted for Friday but don't expect to see appreciable amounts until later in the weekend.  That said, if the main system arrives sooner than forecasted, then avalanche hazard will also increase sooner."
2017-12-15,Low,1,Low,1,Low,1,"Winter is set to return with a storm system expected to arrive late Saturday and into Sunday. The storm snow may be easily triggered, especially in ""fat"" areas that have seen additional loading from wind."
2017-12-16,Low,1,Low,1,Low,1,"Winter is set to return with a storm system expected to arrive late Saturday and into Sunday. The storm snow may be easily triggered, especially in ""fat"" areas that have seen additional loading from wind."
2017-12-17,Considerable,3,Considerable,3,Moderate,2,"Fresh storm slabs may bond poorly to chunky, variable crusts. If you see more than 30cm new snow on a firm crust, consider the danger to be HIGH."
