date_valid,alpine_status,alpine_status_code,treeline_status,treeline_status_code,belowtree_status,belowtree_status_code
2019-01-10,Considerable,3,Considerable,3,Moderate,2
2019-01-11,Considerable,3,Low,1,Low,1
2019-01-12,Considerable,3,Low,1,Low,1
2019-01-13,Considerable,3,Low,1,Low,1
2019-01-14,Considerable,3,Low,1,Low,1
2019-01-15,Moderate,2,Low,1,Low,1
2019-01-16,Moderate,2,Moderate,2,Low,1
2019-01-17,High,4,Considerable,3,Moderate,2
2019-01-18,High,4,Considerable,3,Moderate,2
2019-01-19,Considerable,3,Moderate,2,Low,1
2019-01-20,Moderate,2,Moderate,2,Low,1
2019-01-21,Moderate,2,Moderate,2,Low,1
2019-01-22,Moderate,2,Moderate,2,Low,1
2019-01-23,High,4,Considerable,3,Moderate,2
2019-01-24,Considerable,3,Considerable,3,Moderate,2
2019-01-25,Moderate,2,Moderate,2,Moderate,2
2019-01-26,Considerable,3,Moderate,2,Low,1
2019-01-27,Moderate,2,Moderate,2,Low,1
2019-01-28,Moderate,2,Moderate,2,Low,1
2019-01-29,Moderate,2,Moderate,2,Low,1
2019-01-30,Low,1,Low,1,Low,1
2019-01-31,Low,1,Low,1,Low,1
2019-02-01,Considerable,3,Considerable,3,Moderate,2
2019-02-02,Considerable,3,Moderate,2,Low,1
2019-02-03,Moderate,2,Moderate,2,Low,1
2019-02-04,Moderate,2,Low,1,Low,1
2019-02-05,Low,1,Low,1,Low,1
2019-02-06,Low,1,Low,1,Low,1
2019-02-07,Moderate,2,Low,1,Low,1
2019-02-08,Moderate,2,Low,1,Low,1
2019-02-09,Low,1,Low,1,Low,1
2019-02-10,Moderate,2,Low,1,Low,1
2019-02-11,Moderate,2,Moderate,2,Moderate,2
2019-02-12,Moderate,2,Moderate,2,Low,1
2019-02-13,Moderate,2,Moderate,2,Low,1
2019-02-14,Considerable,3,Considerable,3,Moderate,2
2019-02-15,Considerable,3,Considerable,3,Moderate,2
2019-02-16,Considerable,3,Considerable,3,Moderate,2
2019-02-17,Moderate,2,Moderate,2,Moderate,2
2019-02-18,Moderate,2,Low,1,Low,1
2019-02-19,Moderate,2,Low,1,Low,1
2019-02-20,Considerable,3,Considerable,3,Moderate,2
2019-02-21,Moderate,2,Considerable,3,Moderate,2
2019-02-22,Considerable,3,Considerable,3,Moderate,2
2019-02-23,Considerable,3,Considerable,3,Considerable,3
2019-02-24,Considerable,3,Considerable,3,Considerable,3
2019-02-25,Moderate,2,Considerable,3,Moderate,2
2019-02-26,Moderate,2,Considerable,3,Moderate,2
2019-02-27,Moderate,2,Moderate,2,Moderate,2
2019-02-28,Moderate,2,Considerable,3,Moderate,2
2019-03-01,Moderate,2,Moderate,2,Low,1
2019-03-02,Moderate,2,Moderate,2,Low,1
2019-03-03,Moderate,2,Moderate,2,Low,1
2019-03-04,Low,1,Moderate,2,Low,1
2019-03-05,Low,1,Moderate,2,Low,1
2019-03-06,Moderate,2,Moderate,2,Low,1
2019-03-07,Low,1,Moderate,2,Low,1
2019-03-08,Low,1,Moderate,2,Low,1
2019-03-09,Moderate,2,Moderate,2,Low,1
2019-03-10,Moderate,2,Moderate,2,Low,1
2019-03-11,High,4,High,4,Considerable,3
2019-03-12,Considerable,3,Considerable,3,Moderate,2
2019-03-13,Low,1,Low,1,Low,1
2019-03-14,Moderate,2,Moderate,2,Moderate,2
2019-03-15,Moderate,2,Moderate,2,Moderate,2
2019-03-16,Moderate,2,Moderate,2,Moderate,2
2019-03-17,High,4,High,4,Considerable,3
2019-03-18,High,4,High,4,Considerable,3
2019-03-19,High,4,High,4,Considerable,3
2019-03-20,Considerable,3,Considerable,3,Considerable,3
2019-03-21,Moderate,2,Moderate,2,Moderate,2
2019-03-22,Moderate,2,Moderate,2,Low,1
2019-03-23,Moderate,2,Moderate,2,Low,1
2019-03-24,Moderate,2,Low,1,Low,1
2019-03-25,Moderate,2,Moderate,2,Moderate,2
2019-03-26,Moderate,2,Moderate,2,Moderate,2
2019-03-27,Moderate,2,Low,1,Low,1
2019-03-28,Low,1,Low,1,Low,1
2019-03-29,Low,1,Low,1,Low,1
2019-03-30,Low,1,Low,1,Low,1
2019-03-31,Low,1,Low,1,Low,1
2019-04-01,Low,1,Low,1,Low,1
2019-04-02,Moderate,2,Moderate,2,Low,1
2019-04-03,Moderate,2,Low,1,Low,1
2019-04-04,High,4,Considerable,3,Low,1
2019-04-05,High,4,High,4,High,4
2019-04-06,High,4,Considerable,3,Moderate,2
2019-04-07,Considerable,3,Moderate,2,Low,1
2019-04-08,Moderate,2,Low,1,Low,1
2019-04-09,Considerable,3,Moderate,2,Low,1
2019-04-10,Moderate,2,Low,1,Low,1
2019-04-11,Moderate,2,Moderate,2,Low,1
2019-04-12,Moderate,2,Moderate,2,Low,1
2019-04-13,Considerable,3,Considerable,3,Moderate,2
2019-04-14,Moderate,2,Moderate,2,Low,1
2019-04-15,Moderate,2,Moderate,2,Low,1
2019-04-16,Moderate,2,Low,1,Low,1
2019-04-17,Considerable,3,Low,1,Low,1
2019-04-18,Considerable,3,Moderate,2,Low,1
2019-04-19,Low,1,Low,1,Low,1
2019-04-20,Low,1,Low,1,Low,1
2019-04-21,Moderate,2,Low,1,Low,1
2019-04-22,Moderate,2,Low,1,Low,1
2019-04-23,Low,1,Low,1,Low,1
2019-04-24,Moderate,2,Low,1,Low,1
2019-04-25,Moderate,2,Low,1,Low,1
2019-04-26,,,,,,
2019-04-27,,,,,,
2019-04-28,,,,,,
2019-04-29,,,,,,
2019-04-30,,,,,,
2019-05-01,,,,,,
2019-11-02,,,,,,
2019-11-03,,,,,,
2019-11-04,,,,,,
2019-11-05,,,,,,
2019-11-06,,,,,,
2019-11-07,,,,,,
2019-11-08,,,,,,
2019-11-09,,,,,,
2019-11-10,,,,,,
2019-11-11,,,,,,
2019-11-12,,,,,,
2019-11-13,,,,,,
2019-11-14,,,,,,
2019-11-15,,,,,,
2019-11-16,,,,,,
2019-11-17,,,,,,
2019-11-18,,,,,,
2019-11-19,,,,,,
2019-11-20,,,,,,
2019-11-21,,,,,,
2019-11-22,,,,,,
2019-11-23,Moderate,2,Low,1,Low,1
2019-11-24,Moderate,2,Low,1,Low,1
2019-11-25,Low,1,Low,1,Low,1
2019-11-26,Low,1,Low,1,Low,1
2019-11-27,Low,1,Low,1,Low,1
2019-11-28,Low,1,Low,1,Low,1
2019-11-29,Low,1,Low,1,Low,1
2019-11-30,Low,1,Low,1,Low,1
2019-12-01,Low,1,Low,1,Low,1
2019-12-02,Low,1,Low,1,Low,1
2019-12-03,Moderate,2,Low,1,Low,1
2019-12-04,High,4,Considerable,3,Low,1
2019-12-05,Moderate,2,Low,1,Low,1
2019-12-06,Moderate,2,Low,1,Low,1
2019-12-07,Moderate,2,Low,1,Low,1
2019-12-08,Low,1,Low,1,Low,1
2019-12-09,Low,1,Low,1,Low,1
2019-12-10,Low,1,Low,1,Low,1
2019-12-11,Low,1,Low,1,Low,1
2019-12-12,Moderate,2,Low,1,Low,1
2019-12-13,Considerable,3,Moderate,2,Low,1
2019-12-14,Considerable,3,Moderate,2,Low,1
2019-12-15,Moderate,2,Moderate,2,Low,1
2019-12-16,Moderate,2,Moderate,2,Low,1
2019-12-17,Moderate,2,Low,1,Low,1
2019-12-18,Considerable,3,Moderate,2,Low,1
2019-12-19,Considerable,3,Considerable,3,Moderate,2
2019-12-20,High,4,Considerable,3,Moderate,2
2019-12-21,Considerable,3,Considerable,3,Considerable,3
2019-12-22,Considerable,3,Moderate,2,Moderate,2
2019-12-23,Moderate,2,Moderate,2,Low,1
2019-12-24,Moderate,2,Moderate,2,Low,1
2019-12-25,Moderate,2,Low,1,Low,1
2019-12-26,Moderate,2,Low,1,Low,1
2019-12-27,Moderate,2,Moderate,2,Low,1
2019-12-28,Moderate,2,Moderate,2,Low,1
2019-12-29,Moderate,2,Moderate,2,Low,1
2019-12-30,Moderate,2,Moderate,2,Low,1
2019-12-31,High,4,High,4,Considerable,3
2020-01-01,Considerable,3,Considerable,3,Moderate,2
2020-01-02,Moderate,2,Low,1,Low,1
2020-01-03,Considerable,3,Moderate,2,Low,1
2020-01-04,High,4,High,4,Moderate,2
2020-01-05,High,4,High,4,High,4
2020-01-06,High,4,Considerable,3,Considerable,3
2020-01-07,High,4,High,4,High,4
2020-01-08,Considerable,3,Moderate,2,Moderate,2
2020-01-09,Moderate,2,Moderate,2,Low,1
2020-01-10,Considerable,3,Considerable,3,Moderate,2
2020-01-11,High,4,High,4,High,4
2020-01-12,Considerable,3,Considerable,3,Considerable,3
2020-01-13,Considerable,3,Considerable,3,Moderate,2
2020-01-14,Considerable,3,Moderate,2,Moderate,2
2020-01-15,Considerable,3,Considerable,3,Considerable,3
2020-01-16,High,4,High,4,Considerable,3
2020-01-17,Considerable,3,Considerable,3,Moderate,2
2020-01-18,Considerable,3,Considerable,3,Considerable,3
2020-01-19,High,4,High,4,High,4
2020-01-20,Moderate,2,Moderate,2,Moderate,2
2020-01-21,Considerable,3,Moderate,2,Moderate,2
2020-01-22,Considerable,3,Moderate,2,Low,1
2020-01-23,Moderate,2,Moderate,2,Low,1
2020-01-24,Considerable,3,Considerable,3,Low,1
2020-01-25,Considerable,3,Moderate,2,Low,1
2020-01-26,High,4,Considerable,3,Moderate,2
2020-01-27,Moderate,2,Moderate,2,Low,1
2020-01-28,Considerable,3,Moderate,2,Moderate,2
2020-01-29,Considerable,3,Considerable,3,Moderate,2
2020-01-30,Considerable,3,Moderate,2,Low,1
2020-01-31,Considerable,3,Considerable,3,Moderate,2
2020-02-01,Low,1,Low,1,Low,1
2020-02-02,Low,1,Low,1,Low,1
2020-02-03,Low,1,Low,1,Low,1
2020-02-04,Moderate,2,Low,1,Low,1
2020-02-05,Considerable,3,Moderate,2,Low,1
2020-02-06,Moderate,2,Moderate,2,Low,1
2020-02-07,Moderate,2,Moderate,2,Low,1
2020-02-08,Considerable,3,Considerable,3,Moderate,2
2020-02-09,Considerable,3,Moderate,2,Low,1
2020-02-10,Moderate,2,Low,1,Low,1
2020-02-11,Considerable,3,Moderate,2,Low,1
2020-02-12,Moderate,2,Low,1,Low,1
2020-02-13,Considerable,3,Moderate,2,Moderate,2
2020-02-14,Moderate,2,Moderate,2,Low,1
2020-02-15,Moderate,2,Low,1,Low,1
2020-02-16,Moderate,2,Moderate,2,Low,1
2020-02-17,Moderate,2,Moderate,2,Low,1
2020-02-18,Moderate,2,Low,1,Low,1
2020-02-19,Moderate,2,Low,1,Low,1
2020-02-20,Low,1,Low,1,Low,1
2020-02-21,Low,1,Low,1,Low,1
2020-02-22,Considerable,3,Moderate,2,Moderate,2
2020-02-23,Considerable,3,Considerable,3,Considerable,3
2020-02-24,Considerable,3,Considerable,3,Moderate,2
2020-02-25,Moderate,2,Moderate,2,Moderate,2
2020-02-26,Considerable,3,Considerable,3,Considerable,3
2020-02-27,Moderate,2,Moderate,2,Moderate,2
2020-02-28,Moderate,2,Moderate,2,Moderate,2
2020-02-29,Considerable,3,Moderate,2,Moderate,2
2020-03-01,Moderate,2,Moderate,2,Low,1
2020-03-02,Moderate,2,Moderate,2,Low,1
2020-03-03,Moderate,2,Moderate,2,Low,1
2020-03-04,Considerable,3,Moderate,2,Low,1
2020-03-05,High,4,Considerable,3,Moderate,2
2020-03-06,Considerable,3,Considerable,3,Moderate,2
2020-03-07,Considerable,3,Moderate,2,Low,1
2020-03-08,Moderate,2,Moderate,2,Low,1
2020-03-09,Moderate,2,Moderate,2,Low,1
2020-03-10,Moderate,2,Low,1,Low,1
2020-03-11,Considerable,3,Moderate,2,Moderate,2
2020-03-12,Moderate,2,Moderate,2,Low,1
2020-03-13,Moderate,2,Low,1,Low,1
2020-03-14,Moderate,2,Low,1,Low,1
2020-03-15,Moderate,2,Moderate,2,Low,1
2020-03-16,Considerable,3,Considerable,3,Considerable,3
2020-03-17,Moderate,2,Moderate,2,Moderate,2
2020-03-18,Moderate,2,Moderate,2,Low,1
2020-03-19,Low,1,Low,1,Low,1
2020-03-20,Low,1,Low,1,Low,1
2020-03-21,Low,1,Low,1,Low,1
2020-03-22,Low,1,Low,1,Low,1
2020-03-23,Moderate,2,Moderate,2,Low,1
2020-03-24,Moderate,2,Moderate,2,Low,1
2020-03-25,Moderate,2,Moderate,2,Low,1
2020-03-26,Moderate,2,Low,1,Low,1
2020-03-27,Moderate,2,Moderate,2,Low,1
2020-03-28,Considerable,3,Considerable,3,Moderate,2
2020-03-29,High,4,High,4,High,4
2020-03-30,Considerable,3,Considerable,3,Moderate,2
2020-03-31,,,,,,
2020-04-01,,,,,,
2020-04-02,,,,,,
2020-04-03,,,,,,
2020-04-04,,,,,,
2020-04-05,,,,,,
2020-04-06,,,,,,
2020-04-07,,,,,,
2020-04-08,,,,,,
2020-04-09,,,,,,
2020-04-10,,,,,,
2020-04-11,,,,,,
2020-04-12,,,,,,
2020-04-13,,,,,,
2020-04-14,,,,,,
2020-04-15,,,,,,
2020-04-16,,,,,,
